userId,model,tripId,value,receivedAt
"6899fa2f2b57feba9b991576","collabFil","6898fc50a24cb89d8c682390","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","6898f6e8a24cb89d8c68217a","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","689903300ee5b7265a8cf8c7","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","689903300ee5b7265a8cf8ce","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","689904300ee5b7265a8cf927","1","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","6898fa17a24cb89d8c6822b7","1","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","6898bfa1f412f908a00ad2e6","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","689900e5a24cb89d8c68254c","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","6899061c0ee5b7265a8cf9ea","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","collabFil","689903300ee5b7265a8cf8c8","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898f205a24cb89d8c681f9a","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898fa17a24cb89d8c6822b6","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898be70f412f908a00ad2bb","1","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898c052f412f908a00ad300","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898f4f5a24cb89d8c6820bd","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898c212f412f908a00ad342","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898b9f6f412f908a00ad214","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898b4d013a6d0ace3013fa3","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","689904300ee5b7265a8cf92d","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","contentBased","6898fa17a24cb89d8c6822b5","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","689909e40ee5b7265a8cfb5d","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","6898f39ea24cb89d8c68203c","1","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","689909e40ee5b7265a8cfb63","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","6898f829a24cb89d8c6821fc","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","6898fb59a24cb89d8c682330","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","6898fe9ba24cb89d8c68246d","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","689907580ee5b7265a8cfa66","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","6898fabaa24cb89d8c6822f5","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","689903300ee5b7265a8cf8c7","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","mostLiked","6898f450a24cb89d8c68207f","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","newDestinations","6898fa17a24cb89d8c6822b6","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","newDestinations","6898c052f412f908a00ad300","0","2025-08-11T14:18:47.072Z"
"6899fa2f2b57feba9b991576","newDestinations","6898f4f5a24cb89d8c6820bd","0","2025-08-11T14:18:47.072Z"
