userId,model,tripId,value,receivedAt
"689a1e839917c7d48bc33b89","collabFil","689a05f72b57feba9b991672","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","689903890ee5b7265a8cf8ea","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6898ff9aa24cb89d8c6824d2","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6899052c0ee5b7265a8cf98d","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6898fd43a24cb89d8c6823ee","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6898bfa9f412f908a00ad2e7","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6898bfe7f412f908a00ad2f1","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6898bfdff412f908a00ad2f0","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6898c201f412f908a00ad340","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","68990096a24cb89d8c68252e","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","contentBased","6898f8cda24cb89d8c682235","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","689909e40ee5b7265a8cfb5d","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","689909e40ee5b7265a8cfb63","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","6898f39ea24cb89d8c68203c","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","6898f829a24cb89d8c6821fc","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","6898fabaa24cb89d8c6822f5","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","6898fb59a24cb89d8c682330","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","6898fe9ba24cb89d8c68246d","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","689907580ee5b7265a8cfa66","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","689903300ee5b7265a8cf8c7","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","mostLiked","6898f546a24cb89d8c6820de","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","689903890ee5b7265a8cf8ea","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6898ff9aa24cb89d8c6824d2","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6899052c0ee5b7265a8cf98d","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6898bfa9f412f908a00ad2e7","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6898bfe7f412f908a00ad2f1","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6898bfdff412f908a00ad2f0","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","68990096a24cb89d8c68252e","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6898f8cda24cb89d8c682235","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6898c201f412f908a00ad340","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","newDestinations","6898f6e8a24cb89d8c682175","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","similarDestinationMap","689a05f72b57feba9b991672","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b04a13a6d0ace3013efc","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b48d13a6d0ace3013f99","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898bf70f412f908a00ad2e0","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b49e13a6d0ace3013f9b","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b4d813a6d0ace3013fa4","0","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b4b713a6d0ace3013fa0","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898c212f412f908a00ad342","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b46a13a6d0ace3013f95","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b8e1f412f908a00ad1ec","1","2025-08-11T16:50:38.822Z"
"689a1e839917c7d48bc33b89","trendingByStyle","6898b1c013a6d0ace3013f33","0","2025-08-11T16:50:38.822Z"
