userId,model,tripId,value,receivedAt
"6899f5622b57feba9b99151d","collabFil","6898f450a24cb89d8c68207f","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","689909910ee5b7265a8cfb41","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898f91fa24cb89d8c682258","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898f39ea24cb89d8c68203c","1","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898f546a24cb89d8c6820de","1","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898f786a24cb89d8c6821b6","1","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898f599a24cb89d8c6820fe","1","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898f4a1a24cb89d8c682098","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898bf57f412f908a00ad2db","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","collabFil","6898f5efa24cb89d8c68211b","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898b36a13a6d0ace3013f70","1","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898b1f113a6d0ace3013f39","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898c247f412f908a00ad348","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898b8c9f412f908a00ad1e9","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898b8d1f412f908a00ad1ea","1","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898c21cf412f908a00ad343","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898b38913a6d0ace3013f74","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898c0bff412f908a00ad311","1","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898b85af412f908a00ad1da","0","2025-08-11T13:56:38.448Z"
"6899f5622b57feba9b99151d","contentBased","6898f3fba24cb89d8c68205c","0","2025-08-11T13:56:38.448Z"
