userId,model,tripId,value,receivedAt
"689a1b489917c7d48bc33b36","collabFil","689909e40ee5b7265a8cfb63","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898f829a24cb89d8c6821fc","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","689909e40ee5b7265a8cfb5d","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898f974a24cb89d8c682279","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898f829a24cb89d8c6821fa","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898c23cf412f908a00ad347","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898f91fa24cb89d8c682252","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898ba07f412f908a00ad216","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898fb59a24cb89d8c682330","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","collabFil","6898f5efa24cb89d8c68211b","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","6898b9a5f412f908a00ad208","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","689a17919917c7d48bc33ae2","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","6898f696a24cb89d8c682158","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","6898bbb9f412f908a00ad255","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","6898bd31f412f908a00ad28d","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","6898f4f5a24cb89d8c6820b9","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","689909e40ee5b7265a8cfb5b","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","689909e40ee5b7265a8cfb61","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","689a17919917c7d48bc33ae1","1","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","contentBased","6898bff8f412f908a00ad2f3","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","mostLiked","689909e40ee5b7265a8cfb5d","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","mostLiked","689909e40ee5b7265a8cfb63","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","mostLiked","6898f39ea24cb89d8c68203c","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","mostLiked","6898f829a24cb89d8c6821fc","0","2025-08-11T16:36:59.857Z"
"689a1b489917c7d48bc33b36","mostLiked","6898fb59a24cb89d8c682330","1","2025-08-11T16:36:59.857Z"
